adm1_name,adm2_name,survey_date,survey_month,resp_age,resp_gender,hh_agricactivity,hh_gender,hh_education,hh_wealth_water,hh_wealth_toilet,hh_wealth_light,hh_residencetype,hh_size,hh_maritalstat,hh_age,income_main,income_main_amount,income_main_comp,income_sec,income_sec_amount,income_sec_comp,income_third,income_third_amount,income_third_comp,tot_income,covid_goodstransp,covid_marketclosed,covid_borderclosed,covid_stayhome,covid_gatherings,covid_processclosed,covid_none,shock_noshock,shock_sicknessordeathofhh,shock_lostemplorwork,shock_otherintrahhshock,shock_higherfoodprices,shock_higherfuelprices,shock_cantworkordobusiness,shock_othereconomicshock,shock_pestoutbreak,shock_plantdisease,shock_animaldisease,shock_napasture,shock_othercropandlivests,shock_coldtemporhail,shock_flood,shock_hurricane,shock_drought,shock_othernathazard,shock_violenceinsecconf,shock_theftofprodassets,shock_fire,shock_othermanmadehazard,crp_main,crp_landsize,crp_irrigation,crp_seed_ownprod,crp_seed_market,crp_seed_company,crp_seed_freedist,crp_seed_bank,crp_seed_gov,crp_area_change,crp_harv_change,crp_proddif,crp_proddif_plantdisease,crp_proddif_seedquality,crp_proddif_lostordamaged,crp_proddif_naplot,crp_proddif_nafertilizer,crp_proddif_naseeds,crp_proddif_nainsecticides,crp_proddif_nalabour,crp_proddif_namachinery,crp_proddif_nafuelorelect,crp_proddif_soilerosion,crp_proddif_irrigation,crp_salesdif,crp_saledif_marketing_cost,crp_saledif_damagelosses,crp_saledif_lowdemand,crp_saledif_lowprice,crp_saledif_dif_processing,crp_salesprice,ls_main,ls_num_lastyr,ls_num_now,ls_num_diff,ls_num_nochange,ls_num_inc_didnotsellasmany,ls_num_inc_moreborn,ls_num_inc_purchbarterdmore,ls_num_inc_receivedfree,ls_num_dec_animalsdied,ls_num_dec_soldmoregoodprice,ls_num_dec_soldmoredistsale,ls_num_dec_anmlescloststolen,ls_num_dec_killedorgaveanml,ls_food_supply_openpasture,ls_food_supply_commonpasture,ls_food_supply_fieldselfprodfod,ls_food_supply_purchased,ls_proddif,ls_proddif_diffeedpurchase,ls_proddif_constaccesstopasture,ls_proddif_constaccesstowater,ls_proddif_difaccessvetserv,ls_proddif_difaccessvetinp,ls_proddif_diseases,ls_proddif_theftorinsecurity,ls_proddif_pooraccesstolmarket,ls_proddif_noaccesstocredit,ls_proddif_lackoflabour,ls_salesmain,ls_salesdif,ls_salesdif_smallerprofits,ls_salesdif_damageandlosses,ls_salesdif_lowdemand,ls_salesdif_lowprices,ls_salesdif_slaughterhouse,ls_salesdif_processing,ls_salesprice,need,need_seeds,need_fertilizers,need_pesticides,need_tools,need_accesstoirrigationwater,need_accesstoland,need_animalfeed,need_veterinaryservices,need_veterinaryinputs,need_animalsalemingarantdprice,need_restockinganimals,need_supportforprocessprod,need_supptransofanimalsorprod,need_acstomechanisedequipprod,need_marketingsupport,need_cashassistance,need_loans,need_storageequipmentorfaci,need_techsupporextensionserv,need_landrehabilitation,need_fishequiorothersuppforfish,need_infoonsafetymeasures,shock_count,shock_climate_count,shock_bio_count,shock_economic_count,shock_personal_count,covid_disruption_count,income_source_count,income_primary_share,income_quintile_adm1,ls_pct_change,crp_proddif_count,crp_salesdif_count,needs_expressed_count,chirps_rain_30d_mm,chirps_rain_90d_mm,modis_ndvi_90d_mean,modis_ndvi_90d_std,regional_yield_mean,vulnerability_score,credit_risk
Mashonaland Central,Mount Darwin,2022-04-21,4,62,Male,No,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,Daily wage on farms and other casual employment in agricultural sector,20000.0,Same,No second most important source of income,,,No third most important source of income,,,20000.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,2.0,1,1.0,3.0,,,,1.0,0.011999409930454159,0.011999409930454159,0.3279861732170425,0.03248454463643826,1.5028364458532366,0.3402,HIGH
Mashonaland West,Kariba Urban,2022-04-22,4,45,Female,No,Female,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,Informal agricultural trade excluding producers,,Less,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,1.0,0.2334159696832322,0.23490150029626866,0.34216149367096754,0.037728859477982865,1.659140539364503,0.4234,HIGH
Matabeleland North,Bubi,2022-05-11,5,30,Female,No,Female,Completed secondary school,Public tap,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Married,41 to 65,Public employment,2000.0,Same,No second most important source of income,,,No third most important source of income,,,2000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,,,,1.0,0.37254434353432764,0.37254434353432764,0.3380286822047484,0.023185784951916474,0.9032635080148601,0.1402,HIGH
Mashonaland West,Chinhoyi,2022-04-09,4,31,Female,Yes - both crop and livestock production,Male,Completed primary school,Protected well,Traditional pit latrine (no water),Electricity (from generator or electrical grid),Returnee - you have only come back to this residence in the last two years after having been forced to move to another location having fled conflict or natural disaster (if return was over 2 years ago the respondent is considered a permanent resident),9.0,Married,41 to 65,"Farmer, production and sale of livestock and livestock products",,A lot less (less than half as much),"Farmer, production and sale of staple crops",,Don't know,"Income not derived from work, welfare transfer, pension, humanitarian aid",,Less,0.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,No,Yes,No,No,No,No,More,A lot less (less than half as much),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,Don't know,"Cattle (cow, beef, veal, yak, buffalo)",9.0,7.0,-2.0,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Swine,No,,,,,,,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,0,,1.0,-0.2222222222222222,1.0,,1.0,0.1030806921853204,0.1030806921853204,0.35603191214907803,0.0429962018564302,1.659140539364503,0.2001,HIGH
Midlands,Gweru,2022-04-06,4,51,Male,Yes - crop production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",5000.0,A lot less (less than half as much),Daily wage on farms and other casual employment in agricultural sector,10000.0,Less,Off-farm daily wages and other non-agricultural casual employment,11000.0,Less,26000.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,No,Yes,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,1.0,3,0.19230769230769232,3.0,,2.0,,3.0,0.2834378829331131,0.2834378829331131,0.3327232439012489,0.02170900951952007,1.0082494447441954,0.2016,MEDIUM
Midlands,Gokwe South,2022-04-24,4,31,Female,Yes - crop production,Male,Completed secondary school,Public tap,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,18 to 40,Public employment,81000.0,More,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",54000.0,Less,Don't know,,,135000.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,Yes,No,No,No,Same,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,2,0.6,5.0,,1.0,,1.0,0.4822365951312006,0.4822365951312006,0.3419889075811121,0.0279565015525952,1.0082494447441954,0.1333,MEDIUM
Mashonaland West,Norton,2022-04-02,4,45,Male,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",9.0,Married,41 to 65,Stable employment in non-agricultural sector,120000.0,A lot less (less than half as much),"Farmer, production and sale of staple crops",,A lot less (less than half as much),No third most important source of income,,,120000.0,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,A lot less (less than half as much),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,,,,,,A lot less (less than half as much),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,3.0,1,1.0,5.0,,2.0,,1.0,0.2334159696832322,0.23490150029626866,0.34216149367096754,0.037728859477982865,1.659140539364503,0.0667,LOW
Mashonaland Central,Mazowe,2022-04-19,4,49,Male,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",9.0,Married,41 to 65,Informal agricultural trade excluding producers,9600.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,9600.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,No,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,3.0,,2.0,,3.0,0.0,0.0,0.35643506451314955,0.034798207407318524,1.5028364458532366,0.267,HIGH
Matabeleland North,Lupane,2022-04-26,4,70,Female,Yes - crop production,Male,Completed primary school,Protected well,"None, bush",Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,"Single, never married",Over 65,Formal agricultural trade excluding producers,6000.0,Less,No second most important source of income,,,No third most important source of income,,,6000.0,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,Yes,No,No,Less,A lot less (less than half as much),Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,2.0,,2.0,,1.0,0.7261976291258507,0.7261976291258507,0.3657176766675441,0.02687247943294696,0.9032635080148601,0.8748,HIGH
Mashonaland East,Marondera Urban,2022-04-13,4,54,Male,Yes - crop production,Male,"Completed higher education (university, college) degree",Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,Stable employment in agricultural sector,100000.0,Less,"Farmer, production and sale of livestock and livestock products",,More,Don't know,,,100000.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,Yes,No,No,No,Same,Same,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",250.0,100.0,-150.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,,,,,,,,,,,Swine,No,,,,,,,Same,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,5.0,-0.6,3.0,,3.0,0.33531405195693714,0.6431885088663815,0.34434742823149805,0.03021572252834556,1.1037422523037344,0.2667,HIGH
Matabeleland North,Lupane,2022-04-27,4,20,Female,Yes - crop production,Male,Completed secondary school,Public tap,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",10.0,Married,41 to 65,"Farmer, production and sale of vegetable or fruit",500.0,Less,No second most important source of income,,,No third most important source of income,,,500.0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,No,No,No,Yes,Same,Less,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,,2.0,,1.0,0.7261976291258507,0.7261976291258507,0.3657176766675441,0.02687247943294696,0.9032635080148601,0.2736,HIGH
Matabeleland South,Gwanda Urban,2022-05-07,5,45,Male,Yes - livestock production,Male,"Completed higher education (university, college) degree",Public tap,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,Public employment,60000.0,Same,"Income not derived from work, welfare transfer, pension, humanitarian aid",60000.0,Same,Don't know,,,120000.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",10.0,9.0,-1.0,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,2,0.5,5.0,-0.1,,,2.0,1.0173550843764865,1.0648447699232855,0.3174694924591209,0.024110530504548016,1.047395419085191,0.0668,LOW
Matabeleland North,Hwange,2022-04-03,4,59,Male,Yes - crop production,Male,Completed primary school,Other safe source,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,Formal agricultural trade excluding producers,10000.0,Less,"Farmer, production and sale of vegetable or fruit",2000.0,Less,Refused,,,12000.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,Yes,Same,Less,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8333333333333334,3.0,,1.0,,,0.2727686845146513,0.2727686845146513,0.3378274140963752,0.02521972067208314,0.9032635080148601,0.0667,LOW
Midlands,Kwekwe,2022-04-05,4,59,Male,Yes - livestock production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,Daily wage on farms and other casual employment in agricultural sector,24000.0,Less,No second most important source of income,,,No third most important source of income,,,24000.0,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",6.0,6.0,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,3.0,0.0,,,3.0,1.5251071004242505,1.5251071004242505,0.3660597668386733,0.02987848282104446,1.0082494447441954,0.067,MEDIUM
Manicaland,Buhera,2022-04-05,4,32,Female,Yes - crop production,Female,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Married,41 to 65,Off-farm daily wages and other non-agricultural casual employment,15000.0,Less,No second most important source of income,,,No third most important source of income,,,15000.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,1.0,0.0,0.0,1.0,1,1.0,3.0,,1.0,,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.2,HIGH
Midlands,Shurugwi,2022-04-03,4,63,Male,Yes - livestock production,Male,None or did not complete primary school,Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",6.0,Married,41 to 65,Informal agricultural trade excluding producers,60000.0,Same,Stable employment in non-agricultural sector,150000.0,More,Don't know,,,210000.0,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",0.0,100.0,100.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Swine,Yes,No,Yes,No,No,No,No,More,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,1.0,2,0.2857142857142857,5.0,,,,1.0,0.43691821637564754,0.43691821637564754,0.3715822148082623,0.027807983296672605,1.0082494447441954,0.0667,LOW
Mashonaland West,Hurungwe,2022-04-15,4,55,Male,No,Male,Completed secondary school,Public tap,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,18 to 40,Formal agricultural trade excluding producers,10000.0,Less,Stable employment in non-agricultural sector,15000.0,Less,Don't know,,,25000.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,1.0,2,0.4,3.0,,,,1.0,0.021576462293411758,0.021576462293411758,0.35522126016601113,0.03870132499905677,1.659140539364503,0.267,HIGH
Matabeleland South,Gwanda,2022-05-08,5,29,Male,Yes - crop production,Female,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,Returnee - you have only come back to this residence in the last two years after having been forced to move to another location having fled conflict or natural disaster (if return was over 2 years ago the respondent is considered a permanent resident),6.0,Married,18 to 40,Informal agricultural trade excluding producers,10000.0,Less,No second most important source of income,,,No third most important source of income,,,10000.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4300.0,Less than 1 ha,"Manually from water surface, well or other water source",Yes,No,No,No,No,No,Less,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,1.0,1,1.0,2.0,,1.0,3.0,1.0,0.8002919909773375,0.8691256672703718,0.3226789491024646,0.025137062571997066,1.047395419085191,0.7967,HIGH
Mashonaland Central,Mazowe,2022-04-20,4,44,Male,Yes - both crop and livestock production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",8.0,Married,41 to 65,Stable employment in non-agricultural sector,67500.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,67500.0,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,Yes,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",20.0,7.0,-13.0,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,4.0,-0.65,2.0,,1.0,0.0,0.0,0.35643506451314955,0.034798207407318524,1.5028364458532366,0.2001,HIGH
Midlands,Chirumhanzu,2022-04-19,4,25,Female,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,Don't know,Daily wage on farms and other casual employment in agricultural sector,3000.0,Same,No second most important source of income,,,No third most important source of income,,,3000.0,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,More,More,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,2.0,,1.0,,1.0,0.03126196864345135,0.03746955079290995,0.3566868634356807,0.025420969332894602,1.0082494447441954,0.6793,HIGH
Matabeleland South,Matobo,2022-04-01,4,49,Male,Yes - livestock production,Male,Completed secondary school,Public tap,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,Stable employment in non-agricultural sector,40000.0,More,Informal agricultural trade excluding producers,7000.0,More,No third most important source of income,,,47000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",50.0,20.0,-30.0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2,0.851063829787234,4.0,-0.6,,,2.0,0.7563064425034219,0.7563064425034219,0.31299886691010786,0.01897974475661424,1.047395419085191,0.0667,LOW
